Scanning results from: /home/rdpuser/EmbodiedBench/running
Loaded 19 short_name mappings from experiment_specs.yaml

Found results for 4 environments:
  - eb_alfred: 204 experiment(s)
  - eb_habitat: 186 experiment(s)
  - eb_manipulation: 36 experiment(s)
  - eb_nav: 63 experiment(s)

# CHANGES FROM PREVIOUS RUN

Comparing with previous results from: 2025-11-21 09:13:43

## Environment: EB_ALFRED

### New Experiments (2)

- **20251121-multi-step--final-ablation-5temp0.6_maxTokens8192** with dimensions: base, common_sense, complex_instruction, spatial, visual_appearance
- **20251121-text-only--multi-step--final-ablation-5temp0.6_maxTokens8192** with dimensions: base, common_sense, complex_instruction, long_horizon, spatial, visual_appearance

## Summary of Changes

- **New experiments**: 2
- **New dimensions**: 0
- **Improvements**: 0
- **Regressions**: 0


# AGGREGATED SUMMARY TABLES - MEAN ± STD OF TASK SUCCESS


## Environment: EB_ALFRED - AGGREGATED SUMMARY (Reworked Mean ± Std of Task Success)

| Experiment                                                                                                                                                                                                  | base           | common_sense   | complex_instruction   | long_horizon   | spatial        | visual_appearance   | Avg Invalid Action Ratio   |
| 20251107-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2--global_step_45--ActCorr_1SPLoose_3Ret_WReason_temp0.6_maxTokens8192                         | 18.67% ± 3.06% | 17.33% ± 3.06% | 20.67% ± 2.31%        | 1.33% ± 2.31%  | 6.67% ± 1.15%  | 6.67% ± 3.06%       | 0.419 ± 0.008              |
| 20251108-combined-5-gated-rm2-step55--actor--huggingfacetemp0.6_maxTokens8192                                                                                                                               | 20.00% ± 7.21% | 17.33% ± 3.06% | 21.33% ± 2.31%        | 2.00% ± 0.00%  | 8.67% ± 5.03%  | 8.00% ± 4.00%       | 0.382 ± 0.010              |
| 20251108-combined-5-gated-rm2-step65--actor--huggingfacetemp0.6_maxTokens8192                                                                                                                               | 24.00% ± 4.00% | 22.67% ± 3.06% | 28.00% ± 6.00%        | 0.67% ± 1.15%  | 6.00% ± 4.00%  | 12.67% ± 6.11%      | 0.357 ± 0.005              |
| 20251108-combined-5-total-gated-rm2-step20--actor--huggingfacetemp0.6_maxTokens8192                                                                                                                         | 22.67% ± 4.16% | 19.33% ± 2.31% | 20.67% ± 4.16%        | 2.00% ± 0.00%  | 10.00% ± 2.00% | 8.00% ± 2.00%       | 0.341 ± 0.003              |
| 20251109-combined-7-sft-baselinetemp0.6_maxTokens6144                                                                                                                                                       | 16.67% ± 3.06% | 10.67% ± 4.16% | 22.67% ± 7.57%        | 0.00% ± 0.00%  | 8.00% ± 2.00%  | 12.67% ± 6.43%      | 0.420 ± 0.004              |
| 20251109-combined-8-sft-baselinetemp0.6_maxTokens6144                                                                                                                                                       | 14.00% ± 2.00% | 14.00% ± 7.21% | 20.00% ± 2.00%        | 0.67% ± 1.15%  | 9.33% ± 3.06%  | 9.33% ± 5.03%       | 0.430 ± 0.002              |
| 20251109-combined-9-sft-baselinetemp0.6_maxTokens6144                                                                                                                                                       | 20.67% ± 3.06% | 16.00% ± 2.00% | 25.33% ± 1.15%        | 1.33% ± 1.15%  | 9.33% ± 1.15%  | 7.33% ± 3.06%       | 0.396 ± 0.005              |
| 20251109-total-gated-combined-5-rl-step-55temp0.6_maxTokens8192                                                                                                                                             | 23.33% ± 2.31% | 18.00% ± 3.46% | 20.67% ± 4.16%        | 1.33% ± 1.15%  | 8.67% ± 3.06%  | 10.00% ± 2.00%      | 0.373 ± 0.011              |
| 20251111-fixed-combined-9-gated-zeromaj-step25temp0.6_maxTokens6144                                                                                                                                         | 18.67% ± 2.31% | 20.67% ± 6.11% | 22.67% ± 4.16%        | 2.00% ± 2.00%  | 8.67% ± 5.03%  | 12.00% ± 3.46%      | 0.373 ± 0.012              |
| 20251111-fixed-combined-9-gated-zeromaj-step35temp0.6_maxTokens6144                                                                                                                                         | 18.67% ± 1.15% | 13.33% ± 2.31% | 25.33% ± 6.11%        | 2.00% ± 2.00%  | 8.00% ± 4.00%  | 10.00% ± 2.00%      | 0.382 ± 0.005              |
| 20251111-fixed-combined-9-gated-zeromaj-step60temp0.6_maxTokens6144                                                                                                                                         | 21.33% ± 3.06% | 19.33% ± 3.06% | 24.00% ± 3.46%        | 0.67% ± 1.15%  | 12.00% ± 4.00% | 8.00% ± 2.00%       | 0.386 ± 0.011              |
| 20251111-fixed-combined-9-gated-zeromaj-step60temp0.6_maxTokens8192                                                                                                                                         | 23.33% ± 4.62% | 19.33% ± 3.06% | 21.33% ± 3.06%        | 0.00% ± 0.00%  | 8.67% ± 3.06%  | 9.33% ± 1.15%       | 0.386 ± 0.013              |
| 20251111-fixed-combined-9-gated-zeromaj-step70temp0.6_maxTokens6144                                                                                                                                         | 22.00% ± 2.00% | 20.00% ± 4.00% | 22.67% ± 6.43%        | 0.00% ± 0.00%  | 12.67% ± 6.11% | 9.33% ± 2.31%       | 0.386 ± 0.016              |
| 20251111-fixed-combined-9-gated-zeromaj-step70temp0.6_maxTokens8192                                                                                                                                         | 24.67% ± 6.43% | 18.00% ± 5.29% | 27.33% ± 1.15%        | 0.67% ± 1.15%  | 8.67% ± 3.06%  | 8.67% ± 3.06%       | 0.368 ± 0.017              |
| 20251111-rl-gated-combined-9-step65temp0.6_maxTokens6144                                                                                                                                                    | 20.67% ± 3.06% | 24.00% ± 6.93% | 23.33% ± 8.33%        | 0.00% ± 0.00%  | 6.67% ± 2.31%  | 9.33% ± 3.06%       | 0.402 ± 0.011              |
| 20251113-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step25temp0.6_maxTokens6144                                                                                                                     | 18.67% ± 2.31% | 18.00% ± 7.21% | 21.33% ± 2.31%        | 0.00% ± 0.00%  | 11.33% ± 1.15% | 12.67% ± 3.06%      | 0.382 ± 0.005              |
| 20251113-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step25temp0.6_maxTokens8192                                                                                                                     | 21.33% ± 7.57% | 19.33% ± 1.15% | 24.00% ± 5.29%        | 1.33% ± 1.15%  | 12.00% ± 9.17% | 15.33% ± 2.31%      | 0.376 ± 0.011              |
| 20251113-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step30temp0.6_maxTokens6144                                                                                                                     | 20.67% ± 5.03% | 18.00% ± 6.00% | 22.00% ± 5.29%        | 0.00% ± 0.00%  | 11.33% ± 1.15% | 10.00% ± 2.00%      | 0.383 ± 0.002              |
| 20251113-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step30temp0.6_maxTokens8192                                                                                                                     | 20.67% ± 3.06% | 18.00% ± 4.00% | 20.00% ± 0.00%        | 0.67% ± 1.15%  | 11.33% ± 1.15% | 8.00% ± 2.00%       | 0.379 ± 0.001              |
| 20251121-multi-step--final-ablation-5temp0.6_maxTokens8192                                                                                                                                                  | 20.67% ± 1.15% | 16.00% ± 2.00% | 15.33% ± 3.06%        | -              | 12.67% ± 5.03% | 11.33% ± 3.06%      | 0.373 ± 0.001              |
| 20251121-text-only--multi-step--final-ablation-5temp0.6_maxTokens8192                                                                                                                                       | 22.67% ± 1.15% | 23.33% ± 2.31% | 24.67% ± 1.15%        | 4.00% ± 3.46%  | 12.67% ± 4.16% | 15.33% ± 2.31%      | 0.345 ± 0.004              |
| Qwen2.5-7b_NewJsonParsing_ActionCorrection_OneStepPlan_3Retries_NoReasoning_temp0.0_maxTokens2048                                                                                                           | 4.00% ± 0.00%  | 3.33% ± 1.15%  | 2.00% ± 0.00%         | 0.00% ± 0.00%  | 0.67% ± 1.15%  | 1.33% ± 1.15%       | 0.475 ± 0.012              |
| Qwen2.5-7b_NewJsonParsing_ActionCorrection_OneStepPlan_3Retries_WithReasoning_temp0.6_maxTokens4096                                                                                                         | 6.00% ± 3.46%  | 9.33% ± 4.16%  | 7.33% ± 3.06%         | 0.67% ± 1.15%  | 4.67% ± 4.16%  | 5.33% ± 1.15%       | 0.464 ± 0.008              |
| Qwen2.5-7b_Rerun_NoReasoning_temp0.0_maxTokens2048                                                                                                                                                          | 10.67% ± 4.16% | 9.33% ± 4.16%  | 12.00% ± 2.00%        | 2.00% ± 0.00%  | 4.00% ± 3.46%  | 4.00% ± 0.00%       | 0.399 ± 0.033              |
| Qwen2.5-7b_Rerun_WithReasoning_temp0.0_maxTokens2048                                                                                                                                                        | 10.67% ± 1.15% | 9.33% ± 1.15%  | 8.67% ± 2.31%         | 2.00% ± 2.00%  | 5.33% ± 3.06%  | 9.33% ± 3.06%       | 0.357 ± 0.019              |
| aokvqa+videor1_NewJsonParsing_ActionCorrection_OneStepPlan_3Retries_WithReasoning_temp0.6_maxTokens4000                                                                                                     | 2.67% ± 1.15%  | 0.67% ± 1.15%  | 1.33% ± 1.15%         | 0.00% ± 0.00%  | 0.00% ± 0.00%  | 1.33% ± 1.15%       | 0.622 ± 0.012              |
| aokvqa+videor1_NewJsonParsing_ActionCorrection_OneStepPlan_3Retries_WithReasoning_temp0.6_maxTokens6000                                                                                                     | 0.00% ± 0.00%  | 0.00% ± 0.00%  | 0.67% ± 1.15%         | 0.00% ± 0.00%  | 0.00% ± 0.00%  | 0.00% ± 0.00%       | 0.627 ± 0.020              |
| baseline-videor1-rl-qwen2.5-vl-7b-instruct--EnsuredReasoningtemp0.6_maxTokens4096                                                                                                                           | 16.00% ± 5.29% | 8.67% ± 3.06%  | 16.00% ± 2.00%        | 0.67% ± 1.15%  | 5.33% ± 3.06%  | 6.00% ± 2.00%       | 0.857 ± 0.024              |
| baseline-videor1-rl-qwen2.5-vl-7b-instruct--EnsuredReasoningtemp0.6_maxTokens6144                                                                                                                           | 16.67% ± 3.06% | 11.33% ± 2.31% | 18.00% ± 3.46%        | 1.33% ± 2.31%  | 5.33% ± 3.06%  | 8.00% ± 0.00%       | 0.866 ± 0.022              |
| baseline-videor1-rl-qwen2.5-vl-7b-instruct--EnsuredReasoningtemp0.6_maxTokens8192                                                                                                                           | 14.67% ± 4.16% | 10.00% ± 2.00% | 14.00% ± 6.00%        | 1.33% ± 1.15%  | 5.33% ± 2.31%  | 6.67% ± 3.06%       | 0.815 ± 0.028              |
| baseline-videor1-rl-qwen2.5-vl-7b-instructtemp0.6_maxTokens4096                                                                                                                                             | 14.00% ± 3.46% | 17.33% ± 5.03% | 21.33% ± 3.06%        | 2.00% ± 2.00%  | 6.00% ± 0.00%  | 10.00% ± 0.00%      | 0.474 ± 0.023              |
| baseline-videor1-sft-qwen2.5-vl-7b-instruct--EnsuredReasoningtemp0.6_maxTokens4096                                                                                                                          | 20.00% ± 6.00% | 20.00% ± 2.00% | 15.33% ± 2.31%        | 0.00% ± 0.00%  | 8.00% ± 2.00%  | 14.00% ± 7.21%      | 0.357 ± 0.010              |
| baseline-videor1-sft-qwen2.5-vl-7b-instructtemp0.6_maxTokens4096                                                                                                                                            | 19.33% ± 3.06% | 13.33% ± 4.16% | 19.33% ± 5.03%        | 1.33% ± 2.31%  | 7.33% ± 3.06%  | 12.67% ± 3.06%      | 0.367 ± 0.016              |
| cleaned_videos_unprocessed_split1_min_1.0_num_4.9K_videos_ActionCorrection_OneStepPlanLoose_3Retries_WithReasoning_temp0.6_maxTokens6192                                                                    | 13.33% ± 3.06% | 8.00% ± 2.00%  | 14.00% ± 2.00%        | 1.33% ± 2.31%  | 3.33% ± 2.31%  | 4.67% ± 1.15%       | 0.458 ± 0.008              |
| combined-1-sft_pix_3136_262144_bs1_accum8_gpus8_lr1e-5_ActionCorrection_OneStepPlanLoose_3Retries_WithReasoning_temp0.6_maxTokens6192                                                                       | 10.67% ± 2.31% | 4.00% ± 3.46%  | 11.33% ± 1.15%        | 0.67% ± 1.15%  | 3.33% ± 2.31%  | 5.33% ± 2.31%       | 0.486 ± 0.010              |
| final-ablation-1__temp0.6_maxTokens6144                                                                                                                                                                     | 22.67% ± 3.06% | 18.67% ± 4.16% | 24.00% ± 2.00%        | 4.00% ± 2.00%  | 7.33% ± 1.15%  | 11.33% ± 2.31%      | 0.364 ± 0.008              |
| final-ablation-1__temp0.6_maxTokens8192                                                                                                                                                                     | 20.67% ± 5.03% | 18.00% ± 3.46% | 20.67% ± 3.06%        | 0.00% ± 0.00%  | 9.33% ± 3.06%  | 12.67% ± 2.31%      | 0.386 ± 0.006              |
| final-ablation-2__temp0.6_maxTokens6144                                                                                                                                                                     | 18.67% ± 4.16% | 17.33% ± 3.06% | 23.33% ± 4.16%        | 2.00% ± 3.46%  | 13.33% ± 4.16% | 8.00% ± 5.29%       | 0.364 ± 0.009              |
| final-ablation-2__temp0.6_maxTokens8192                                                                                                                                                                     | 19.33% ± 3.06% | 18.67% ± 7.57% | 23.33% ± 6.11%        | 0.67% ± 1.15%  | 14.67% ± 4.62% | 10.67% ± 2.31%      | 0.373 ± 0.023              |
| final-ablation-4__temp0.6_maxTokens8192                                                                                                                                                                     | 19.33% ± 2.31% | 18.00% ± 2.00% | 23.33% ± 1.15%        | 1.33% ± 1.15%  | 12.00% ± 4.00% | 12.67% ± 3.06%      | 0.361 ± 0.011              |
| final-ablation-5__temp0.6_maxTokens8192                                                                                                                                                                     | 24.67% ± 8.08% | 19.33% ± 2.31% | 23.33% ± 3.06%        | 2.00% ± 0.00%  | 11.33% ± 1.15% | 11.33% ± 4.16%      | 0.375 ± 0.016              |
| gpt-4o_20251118-GPT4o_multi-steptemp0.0_maxTokens4096                                                                                                                                                       | 59.33% ± 2.31% | 47.33% ± 3.06% | 60.00% ± 3.46%        | 53.33% ± 2.31% | 50.67% ± 2.31% | 48.00% ± 2.00%      | 0.151 ± 0.003              |
| gpt-4o_20251118-GPT4otemp0.0_maxTokens4096                                                                                                                                                                  | 32.00% ± 2.00% | 34.00% ± 3.46% | 34.00% ± 2.00%        | 16.67% ± 3.06% | 21.33% ± 5.03% | 26.67% ± 3.06%      | 0.242 ± 0.015              |
| gpt-4o_20251118-text-only--GPT4o_multi-steptemp0.0_maxTokens4096                                                                                                                                            | 62.67% ± 3.06% | 60.00% ± 2.00% | 61.33% ± 1.15%        | 59.33% ± 1.15% | 46.67% ± 1.15% | 48.67% ± 1.15%      | 0.140 ± 0.005              |
| gpt-4o_20251118-text-only--GPT4otemp0.0_maxTokens4096                                                                                                                                                       | 32.67% ± 5.03% | 33.33% ± 2.31% | 36.67% ± 3.06%        | 28.67% ± 8.08% | 23.33% ± 3.06% | 38.67% ± 6.43%      | 0.202 ± 0.006              |
| no_env_feedback--baseline-videor1-sft-qwen2.5-vl-7b-instruct--EnsuredReasoning__temp0.6_maxTokens4096                                                                                                       | 18.00% ± 4.00% | 13.33% ± 6.43% | 16.67% ± 6.11%        | 3.33% ± 1.15%  | 6.00% ± 3.46%  | 12.00% ± 0.00%      | 0.396 ± 0.005              |
| no_env_feedback--text-only--baseline-videor1-sft-qwen2.5-vl-7b-instruct--EnsuredReasoning__temp0.6_maxTokens4096                                                                                            | 20.00% ± 0.00% | 19.33% ± 1.15% | 21.33% ± 1.15%        | 2.67% ± 1.15%  | 6.67% ± 3.06%  | 8.67% ± 2.31%       | 0.401 ± 0.006              |
| o3_20251118-GPT-o3temp0.0_maxTokens4096                                                                                                                                                                     | 72.67% ± 1.15% | 70.00% ± 3.46% | 73.33% ± 1.15%        | 53.33% ± 3.06% | 66.00% ± 3.46% | 57.33% ± 2.31%      | 0.080 ± 0.003              |
| o3_20251118-text-only--GPT-o3temp0.0_maxTokens4096                                                                                                                                                          | 73.33% ± 1.15% | 75.33% ± 1.15% | 74.00% ± 2.00%        | 59.33% ± 5.03% | 58.00% ± 2.00% | 61.33% ± 2.31%      | 0.086 ± 0.013              |
| retrial-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step80__temp0.6_maxTokens6144                                                                                                                    | 23.33% ± 1.15% | 18.00% ± 2.00% | 22.67% ± 3.06%        | 1.33% ± 2.31%  | 8.67% ± 1.15%  | 5.33% ± 1.15%       | 0.423 ± 0.002              |
| retrial-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step80__temp0.6_maxTokens8192                                                                                                                    | 17.33% ± 7.57% | 15.33% ± 4.16% | 21.33% ± 1.15%        | 0.00% ± 0.00%  | 4.67% ± 1.15%  | 6.67% ± 2.31%       | 0.428 ± 0.004              |
| rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128_ActionCorrection_OneStepPlanLoose_3Retries_WithReasoning_temp0.6_maxTokens6192                                                 | 18.67% ± 1.15% | 12.67% ± 1.15% | 23.33% ± 4.16%        | 1.33% ± 1.15%  | 8.00% ± 0.00%  | 5.33% ± 4.16%       | 0.462 ± 0.012              |
| test-ablate-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step50__temp0.6_maxTokens6144                                                                                                                | 18.67% ± 2.31% | 15.33% ± 1.15% | 18.00% ± 2.00%        | 0.67% ± 1.15%  | 12.00% ± 5.29% | 8.67% ± 3.06%       | 0.401 ± 0.009              |
| test-ablate-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step50__temp0.6_maxTokens8192                                                                                                                | 20.67% ± 2.31% | 13.33% ± 4.16% | 22.67% ± 4.16%        | 1.33% ± 2.31%  | 10.00% ± 2.00% | 10.67% ± 3.06%      | 0.393 ± 0.010              |
| test-ablate-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step70__temp0.6_maxTokens6144                                                                                                                | 20.00% ± 2.00% | 23.33% ± 3.06% | 20.00% ± 2.00%        | 1.33% ± 1.15%  | 7.33% ± 1.15%  | 9.33% ± 1.15%       | 0.417 ± 0.011              |
| test-ablate-fixed-combined-9-gated-zeromaj-videor1-pxmc-num-3k-step70__temp0.6_maxTokens8192                                                                                                                | 19.33% ± 3.06% | 19.33% ± 3.06% | 21.33% ± 2.31%        | 1.33% ± 1.15%  | 9.33% ± 1.15%  | 9.33% ± 1.15%       | 0.407 ± 0.012              |
| text-only--Qwen2.5-7b_Rerun_WithReasoning___temp0.0_maxTokens2048                                                                                                                                           | 16.67% ± 2.31% | 16.00% ± 2.00% | 16.00% ± 0.00%        | 3.33% ± 1.15%  | 6.67% ± 2.31%  | 10.67% ± 2.31%      | 0.517 ± 0.032              |
| text-only--baseline-videor1-sft-qwen2.5-vl-7b-instruct--EnsuredReasoning__temp0.6_maxTokens4096                                                                                                             | 24.00% ± 5.29% | 24.00% ± 0.00% | 26.00% ± 3.46%        | 2.00% ± 0.00%  | 11.33% ± 1.15% | 12.67% ± 2.31%      | 0.352 ± 0.011              |
| text-only--combined-5-gated-rm2-step65__temp0.6_maxTokens8192                                                                                                                                               | 24.67% ± 1.15% | 28.67% ± 2.31% | 22.00% ± 0.00%        | 1.33% ± 2.31%  | 10.67% ± 2.31% | 18.00% ± 2.00%      | 0.341 ± 0.005              |


## Environment: EB_HABITAT - AGGREGATED SUMMARY (Reworked Mean ± Std of Task Success)

| Experiment                                                                                                                                                                                                  | base           | common_sense   | complex_instruction   | long_horizon   | spatial_relationship   | visual_appearance   | Avg Invalid Action Ratio   |
|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:---------------|:----------------------|:---------------|:-----------------------|:--------------------|:---------------------------|
| 20251106-combined-2-sft_pix_3136_262144_bs1_accum8_gpus8_lr1e-5_cosine0.1_epoch3_freeze_vision-true-proj-true-lm-false_model_ActionCorrection_OneStepPlanLoose_3Retries_WithReasoning_temp0.6_maxTokens6144 | 36.67% ± 1.15% | 14.00% ± 0.00% | 25.33% ± 2.31%        | 6.67% ± 1.15%  | 15.33% ± 3.06%         | 13.33% ± 2.31%      | 0.432 ± 0.006              |
| 20251106-combined-2-sft_pix_3136_262144_bs1_accum8_gpus8_lr1e-5_cosine0.1_epoch3_freeze_vision-true-proj-true-lm-false_model_ActionCorrection_OneStepPlanLoose_3Retries_WithReasoning_temp0.7_maxTokens6144 | 35.33% ± 3.06% | 12.00% ± 5.29% | 14.00% ± 2.00%        | 4.67% ± 4.62%  | 12.00% ± 2.00%         | 10.00% ± 3.46%      | 0.443 ± 0.012              |
| 20251106-combined-5-sft_pix_3136_262144_bs1_accum8_gpus8_lr1e-5_cosine0.1_epoch3_freeze_vision-true-proj-true-lm-false_modeltemp0.6_maxTokens6144                                                           | 24.00% ± 4.00% | 10.67% ± 2.31% | 17.33% ± 4.16%        | 4.67% ± 1.15%  | 9.33% ± 1.15%          | 11.33% ± 4.16%      | 0.441 ± 0.010              |
| 20251106-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2-nnodes--2--global_step_30--actor--huggingfacetemp0.6_maxTokens6144                           | 40.00% ± 3.46% | 7.33% ± 4.16%  | 22.00% ± 7.21%        | 4.00% ± 2.00%  | 12.67% ± 3.06%         | 14.67% ± 4.16%      | 0.467 ± 0.011              |
| 20251106-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2-nnodes--2--global_step_30--actor--huggingfacetemp0.6_maxTokens8192                           | 33.33% ± 8.08% | 6.00% ± 2.00%  | 16.00% ± 3.46%        | 6.00% ± 2.00%  | 14.00% ± 5.29%         | 11.33% ± 5.03%      | 0.466 ± 0.005              |
| 20251106-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2-nnodes--2--global_step_35--actor--huggingfacetemp0.6_maxTokens6144                           | 36.67% ± 5.77% | 4.67% ± 3.06%  | 22.00% ± 3.46%        | 8.00% ± 4.00%  | 17.33% ± 1.15%         | 14.00% ± 2.00%      | 0.472 ± 0.010              |
| 20251106-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2-nnodes--2--global_step_35--actor--huggingfacetemp0.6_maxTokens8192                           | 35.33% ± 3.06% | 12.67% ± 1.15% | 22.00% ± 4.00%        | 4.00% ± 2.00%  | 13.33% ± 2.31%         | 14.67% ± 1.15%      | 0.467 ± 0.014              |
| 20251106-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2-nnodes--2temp0.6_maxTokens6144                                                               | 38.00% ± 3.46% | 10.67% ± 4.16% | 21.33% ± 4.16%        | 6.67% ± 1.15%  | 14.67% ± 3.06%         | 14.00% ± 4.00%      | 0.458 ± 0.011              |
| 20251107-gated-rs-rm-2-vis1.0-sa1.0-agentic-functions-verifier-videor1_min_1.5-globalbs-128-updatebs-1-expbs-2--global_step_40--ActCorr_1SPLoose_3Ret_WReason_temp0.6_maxTokens8192                         | 42.67% ± 1.15% | 8.00% ± 2.00%  | 24.00% ± 2.00%        | 3.33% ± 2.31%  | 12.00% ± 2.00%         | 16.00% ± 6.00%      | 0.458 ± 0.006              |
